index,Rating,Id,Date,views,like,title,text
6524,5,zxcd***예매자,2021.10.08,조회 92,"공감 0
공감하기",너무 좋았습니다!,넘넘 좋아하는 빌리가 3년 만에 다시 공연한다는 소식에 얼른 예매하고 기다렸어요 코로나 때문에 몇 번 취소도 당하고 했지만 결국 보게 되서 좋았습니다 모든 배우 분들의 열연도 좋았고 행복한 시간이었어요
6525,5,ldh991***예매자,2021.10.08,조회 76,"공감 0
공감하기",언제 봐도 감동적인 뮤지컬,빌리의 서사가 너무 감동적이에 요 배우님들의 연기는 말할 것도 없구요 최고입니다
6526,5,hm7***예매자,2021.10.08,조회 130,"공감 0
공감하기",시훈빌리 너무 잘해요!,계속 보고 싶었는데 드디어봤네요 빌리기대했던 것만큼 너무 재밌고 감동적이었어요 정말 12살이라는 게 믿기지 않을 정도로 잘 하더라구요 3시간 동안 계속 춤추고 노래하고 대사 말하는데 성인이라도 힘들텐데 너무 잘했어요 시훈빌리 목소리 진짜 꾀꼬리에 요실수도 없었고 다른 배우 분들도 다 너무 좋았어요 특히 마이클 임성빈 아역 배우 너무 잘하더라구요한 번 더 보러 갈 거에요
6527,5,1004yo***예매자,2021.10.08,조회 88,"공감 0
공감하기",뮤지컬 〈빌리 엘리어트〉,뮤지컬 〈빌리 엘리어트 〉 강력 추천
6530,5,dawon***예매자,2021.10.08,조회 68,"공감 0
공감하기",뮤지컬 〈빌리 엘리어트〉,뮤지컬 〈빌리 엘리어트〉
6531,5,ghfkdd***예매자,2021.10.08,조회 75,"공감 1
공감하기",최고,역시 이 최뮤빌리사랑해요
6532,5,0011so***예매자,2021.10.07,조회 99,"공감 0
공감하기",웃음과 감동과 자유와 사랑이 있는 뮤지컬,기적은 멀리 있지 않다 불이 꺼지고 다시 밝아오는 무대 위배우와 스탭들이 만들어내는 열정과 에너지의 순간들 그 자체가 기적이 아니면 무어란 말인 가 뜨거운 눈물과 유쾌한 웃음과 따뜻한 감동 그리고 자유와 사랑이 있는 시간이었습니다 역시 빌리는 사랑이네요
6533,4,low***,2021.10.07,조회 253,"공감 0
공감하기",내 옆에 모르는 사람 앉는데 거리두 기 무슨 의미?,극은 여전히 최곱니다
6534,2,amyc***,2021.10.07,조회 934,"공감 20
공감하기",많은 게 부족하게 느껴집니다,굳이 이런 대사를 싶은 장면도 많았고 배우들의 대사 전달력도 약했고 연출도 아쉬웠고 2막 빌리씬은 좋았지만 그 장면을 제외하고는 다 지루하고 아쉬웠네요 빌리와 아이들이 열심히 하는 건 좋았지만 나머진다아마추어 같았어요
6535,5,Mopark0***,2021.10.07,조회 138,"공감 1
공감하기",빌리 엘리어트~~~,사전 정보 없이 관람 햇는데 어린 빌리의 열정과 연기력에 3시간이 짧게 지나갔네요 어른도 소화하기 힘든 3시간의 대사와 춤 그 열정적인 연기에 박수를 아낌없이 시훈빌 리포에버 연말에 대딩 딸과 함께 또 관람하려 구요
6536,5,sj2f***,2021.10.07,조회 171,"공감 1
공감하기",시훈빌리짱??,빌리 엘리어트 넘궁금했는데 공연보고 깜짝 놀랬어요 어린 친구가 무대를 이끌어가는 모습이 눈을 뗄 수가 없더라구요 늦은 시간까지 청아한 노랫소 리 뮤지컬을 잘 모르지만 빌리한테 눈을 떨 수가 없었네요 요소 요소 웃음 포인트와 감동까지 청소년들이 마니 봤으면 좋겠어요 다음번에는 딸이랑 다시 한 번 보러 가야겠어요 시훈빌리와 모든 출연진들께 박수 보냅니다 어 제도 박수 엄청침
6537,5,gi30***예매자,2021.10.05,조회 176,"공감 1
공감하기",가족 뮤지컬 최고!,추석 연휴 모처럼 어머니랑 함께한 뮤지컬이었습니다코로 나를 잊게 해준 멋진 무대는 추석 연휴 가족과 함께하는 행복을 알게 해주었네요 특히 아들의 능력을 마주하고 선탄광으로 들어가는 아버지를 바라보며 부모의 마음을 알게 된 것 같아요 과연 나라면 할 수 있었을까라는 생각이 들기도 했고 가난 속에서 과연 아이의 재능을 뒷받침해 줄 수 있을까 생각도 들었네요 빌리 곁엔 선생님 아버지 그리고 탄광삼촌이 모들까지 모두가 힘이 되어줘서 참 다행인 거 같아요 최고의 뮤지컬이었습니다
6538,5,0210***예매자,2021.10.05,조회 212,"공감 0
공감하기",빌리 엘리어트-강혁빌리,빌리 엘리어트 한 번만 보면 아쉬워 요 두 번 세 번 아니네 번 이상 보세요 빌리들마다 매력 다르고 마이클과의 케미가 틀려 요 볼 때마다 만족합니다
6539,5,jyj765***예매자,2021.10.05,조회 135,"공감 0
공감하기",이 시대 최고의 뮤지컬 <빌리 엘리어트>,강혁빌 리발레 빌리답게 솔리드 발일렉에서 발레할 때 너무 예쁘네요 특히 솔리스팟턴은 진짜 대박입니 다턴 속도가 미쳤어요
6540,5,imai***예매자,2021.10.05,조회 125,"공감 0
공감하기",사랑해 영원히,이 시대 최고의 뮤지컬 수식어는 역시 빌리 엘리어트뿐이에 요 언제 봐도 큰 울림을 주는 극이에요
6541,5,choe***예매자,2021.10.05,조회 119,"공감 2
공감하기",최고의 작품,모든 배우님들이 어울어져 만들어내는 작품으로 그날의 캐스트가 누구든 즐길 수 있는 작품
6542,5,samin***예매자,2021.10.05,조회 290,"공감 0
공감하기",강혁빌 리 처음 봤는데,안무 넘버마다 이렇게 깔끔하게 마무리할 수 있을까 싶을 정도로 솔리랑 일렉 보면서 큰 감동 받았어요 넘치는 끼잘 절제하면서 빌리보여주고 있는데 발레 빌리는 숨길 수가 없더라구 요 너무 멋있게 봤고 포토타임은 몇 번 더해주세요 제작사님
6543,5,j***예매자,2021.10.05,조회 107,"공감 1
공감하기",감동입니다,배우 분들 너무 대단해요
6544,5,lucksk***예매자,2021.10.05,조회 146,"공감 2
공감하기",진한 감동 !!!... 너무 완벽한 공연...,오랜만에 보는 멋진 공연 뮤지컬에 대한 생각을 완전히 긍정적으로 바꾸는 멋진 공연이었어요 어린 배우부터 어른 배우까지 음악과 발레와 연극이 어우러진 멋진 앙상블 멋진 무대와 깨끗한 음악과 연주 거의 99% 만족하는 멋진 공연이었습니다 완전 추천하고 싶네요 많이들 보세요
6547,5,qwd***예매자,2021.10.05,조회 117,"공감 1
공감하기",사랑해 영원히...빌리♡,최고의 뮤지컬 눈물줄줄 돈 많이 벌거에 요 왜냐하면 빌리 봐야 하거든 요 빌리야 행복해야 해
6548,3,ara***예매자,2021.10.05,조회 456,"공감 0
공감하기",2주만의 복귀 라 그런지....+커튼콜 관련,자가격리&갑자기 변경된 캐슷에도 불구하고 배우들은 참 좋았어요 근데 음향과 오케가 말썽이네요일렉에서 음향 지지직펑터지는 소리랑 삑사리 무엇 그리고 다음에 컷 콜데이가 있으면 이번엔 포토타임이라고 빌리가 외친 뒤에 찍으라고 확실히 공지 좀 해주세요 오늘 난리도 아니었음
6549,5,okqoral***예매자,2021.10.04,조회 159,"공감 0
공감하기",강혁빌 리 최고!! 라이브 후기,역시 이 시대 최고의 뮤지컬 넘기다렸어요 강혁빌리는 역시 최고네요
6550,3,moy***,2021.10.04,조회 393,"공감 0
공감하기",너무 쉬었죠 ㅠㅠ,빌 리 처음 보러온 지인한테 미안할 뻔 오랜만에 공연이라 합이 너무 안 맞죠 불안해 죽는 줄 헬멧 들고 있던 그 친구 칭찬해 솔직히 오늘 별로였습니다
6551,5,jibong11***예매자,2021.10.04,조회 159,"공감 0
공감하기",나의 빌리,사랑한 다빌리
6552,5,jibong11***예매자,2021.10.04,조회 131,"공감 0
공감하기",이 최뮤,이 최뮤빌리가 보고 싶다
6553,5,dolldream***예매자,2021.10.04,조회 131,"공감 1
공감하기",좋은 공연이었어요,좋은 공연이었어요
6554,4,myconti***예매자,2021.10.04,조회 382,"공감 0
공감하기",이 시국에..,너무 아쉬워요
6555,5,mellip***예매자,2021.10.04,조회 246,"공감 1
공감하기","이 최뮤빌리 엘리어트,, , 이 시대 최고의 뮤지컬",진짜 이 시대 최고의 뮤지컬 빌리 엘리어트 강혁이 너무 잘해드림발레 너무 환상적이에요
6556,5,hoya1***예매자,2021.10.04,조회 105,"공감 0
공감하기",좋아요,이 시대 최고의 뮤지컬
6557,5,dms0***예매자,2021.10.01,조회 212,"공감 1
공감하기",빛나는 뮤지컬 빌리 엘리어트,빌리 엘리어트를 보고 감동의 눈물을 펑펑 흘리면서 나왔습니다 이 감동을 아이들이 전해준다는 것도 참 감동적인 일인 것 같아 요 출연자들이 빛나는 뮤지컬이라고 생각했습니다
6558,5,hj6***예매자,2021.09.30,조회 178,"공감 1
공감하기",이 시대 최고의 뮤지컬 빌리 엘리어트,최고의 뮤지컬이라는 수사가 아깝지 않습니다
6559,5,happyberr***예매자,2021.09.30,조회 174,"공감 1
공감하기",봐도 봐도 감동적인 공연,빌리 엘리어트는 보면 볼수록 곱씹으면 곱씹을수록 더 감동적인 것 같아요현실로 돌아가는 어른과 꿈을 향해 나아가는 빌리의 대조적인 모습도 괜히 슬프고 하늘을 날아오르는 빌리가 너무 멋져 보여서 자꾸 공연장을 찾게 돼요
6560,5,wjd5***예매자,2021.09.29,조회 118,"공감 0
공감하기",재밌습니다,언제 봐도 좋아요
6561,5,kimdk***예매자,2021.09.29,조회 154,"공감 2
공감하기",멋진 공연감사합니다,빌리가 빌리했다는 말이 공감됩니다 어린 아이부터 80이 넘은 배우 분들이 주는 감동이 기대 이상이였습니다 특히 시훈빌리가 보여준 이쁘고 섬세한 발레 동작들과 연기력에 청아한 목소리까지 엄지척 80세가 넘으신 박정자 선생님의 연기에 몸과 마음으로 박수를 보냈습니다 멋진 공연감사합니다
6564,5,aish***예매자,2021.09.28,조회 142,"공감 1
공감하기",최고의 공연이었습니다.,다시 만난 빌리 너무 반가웠습니다
6565,5,eory4***예매자,2021.09.28,조회 145,"공감 1
공감하기",멋진 배우님들,아역 배우들의 파워가 너무 좋았어요
6566,5,yuta***예매자,2021.09.28,조회 104,"공감 0
공감하기",너무 재밌었습니다!,행복했어요
6567,5,znlsz***예매자,2021.09.28,조회 115,"공감 0
공감하기",빌리 엘리어트,완전 재밋 엇어요 우진 빌리짱짱짱
6568,5,teuk***예매자,2021.09.27,조회 227,"공감 1
공감하기",다들 건강하게 공연 재개할 수ㅜ 있길 ㅠㅠ,다음 주 만기 다립니돠
6569,3,aymg***예매자,2021.09.27,조회 561,"공감 0
공감하기",관람 후기,빌리역의 아역 배우가 열정적이네요 그러나 중간에 힘이 다 빠졌는지 자꾸 흔들리더라구 요안타까웠어요 역시 2부의 공연이 힘든 거구나 싶었네요 다른 캐스팅도 궁금해 요코로나로 연습도 공연도 쉽지 않았을 텐데 화이팅이라고 외쳐주고 싶습니다 공연 잘 봤어요
6570,5,andy1***예매자,2021.09.27,조회 175,"공감 2
공감하기",언제 봐도 빠져드는 빌리,언제 들어도 마음에 콕와 박히는 넘버와 군무가 있는 뮤지컬 빌리 엘리어트 김시훈 빌리부터 모든 배우들이 정말 좋았어요 아역 배우들이 많아 응원하며 보게 되는 한 번 보면 자꾸 보게 되는 매력의 뮤지컬 빌리 엘리어트 또 보러 갈게요
6571,5,walla***예매자,2021.09.27,조회 130,"공감 0
공감하기",감동적인 공연이었습니다.,이번 시즌 처음 관람했는데 정말 감동적이었습니다
6572,5,says***예매자,2021.09.27,조회 226,"공감 1
공감하기",2021.09.15:뮤지컬 <빌리 엘리어트 BillyElliot>,★★★★★★ 202109151900 김시훈 임동빈성아인조정근 김영주 박정자 진석 후 유준석 이선태 김시영 오세준이 진하 김명희 [발레걸즈]김은희 김은솔 노하은 최지원 양현정 정세연 김준효 육예서 최은영 [앙상블] 이기영이 수정서 만 석강인영 김기정 김상권 김성수 강동주 서재민 송임규 고철순심형준 김문주 이정혁 박세요 이정하
6573,5,yee0***예매자,2021.09.27,조회 127,"공감 0
공감하기",영원히 사랑해 ㅠㅠ,내가 항상 응원해 요 대 배우님들
6574,5,calix***예매자,2021.09.27,조회 188,"공감 0
공감하기",막내랑 같이 봤는데 너무 좋았습니다,막내와 12살 넘게 차이나는 큰 언니에요 추석 연휴 맞아 보여주었는데 너무 좋아하더라고 요저도 정말 재밌었고 큰 감동받으며 봤습니다 어린 아이부터 어른들까지 다 같이 볼 수 있는 공연이 몇 없는데 참 좋았어요 빌리 엘리어트 한국 프로덕션화이팅입니다
6575,5,sonasu0***예매자,2021.09.27,조회 113,"공감 0
공감하기",빌리 엘리어트 최고에요,영화와 빌리 엘리어트 뮤지컬 영화의 여운을 현장에서 느낄 수 있습니다
6576,4,t***예매자,2021.09.27,조회 251,"공감 0
공감하기",관람 후기,아이들과 즐거운 시간 보낼 수 있었습니자
6577,4,a***예매자,2021.09.27,조회 163,"공감 0
공감하기",재밌었어요,재밌었어요
6578,5,samin***,2021.09.27,조회 314,"공감 0
공감하기",취소된 공연,모든 배우 코로나 조심하면서 안전하게 공연 올렸으면 좋겠어요 다시 돌아오기 바라면서
6581,5,celerd***예매자,2021.09.27,조회 97,"공감 0
공감하기",최고에요!!,너무 감동적이라 시간 가는 줄 모르고 관람했어요 추천합니다 꼭 보세요
6582,5,celerd***예매자,2021.09.27,조회 73,"공감 0
공감하기",최고에요!!,추석 연휴에 가족과 함께 관람했습니다가족과 함께 보기에도 좋은 공연인 것 같아요
6583,5,hyeonj***예매자,2021.09.27,조회 70,"공감 0
공감하기",재밌습니다!!,너무 재밌고 좋은 공연입니다
6584,5,hyeonj***예매자,2021.09.27,조회 50,"공감 0
공감하기",최고에요!!,최고의 공연입니다
6585,5,unok***예매자,2021.09.27,조회 109,"공감 0
공감하기",내귓가에 음악이 들려오면,전기가 흘러 자유를 얻죠
6586,5,unok***예매자,2021.09.27,조회 74,"공감 0
공감하기",나의 빌리,이 시대 최고의 뮤지컬 사랑해 영원히
6587,5,rizo0***예매자,2021.09.27,조회 54,"공감 0
공감하기",정말 잘 봤어요,극이 엄청 탄탄하고 무대 연출도 좋고 배우들 춤도 좋고 정말 재미있게 잘 봤어요 빌리는 진짜 어어어어 엄청 잘하네요 땀방울 떨어지는 거까지 보이는 자리라서 그랬는지 감정도 벅차고 좋았어 요춤이 이런 능력이 있구나 느꼈어요
6588,5,lmj2***예매자,2021.09.27,조회 76,"공감 0
공감하기",발레 너무 멋있어요,발레 너무 멋있어요 추천
6589,5,lmj2***예매자,2021.09.27,조회 53,"공감 0
공감하기",빌리 엘리어트,감동적이에요
6590,5,december1***예매자,2021.09.27,조회 131,"공감 1
공감하기",한번 사는 인생 빌리는 꼭 봐야 함,빌리 인생극
6591,5,december1***예매자,2021.09.27,조회 79,"공감 0
공감하기",볼 때마다 재미있고 새로운 놀라운 공연,디큐브에 출근도장 찍고 싶어요
6592,5,tlsocj***예매자,2021.09.27,조회 49,"공감 0
공감하기",빌리,넘 좋았어요
6593,5,pinep***예매자,2021.09.27,조회 40,"공감 0
공감하기",행운을 빌어요,영원히 사랑해나의 빌리
6594,5,yeje***예매자,2021.09.27,조회 40,"공감 0
공감하기",언제 봐도 좋은 공연,정말 언제 봐도 너무 행복하고 좋은 공연입니다 오래오래 보고 싶어요 빌리 엘리어트 이 시대 최고의 뮤지컬
6595,5,dall7***예매자,2021.09.27,조회 229,"공감 0
공감하기",하나만 물어보고 싶은데 빌리.춤을 출 때 어떤 기분이 드니?,어떻게 설명해요 잘 모르겠어요 말로 설명할 수 없는 이 느낌
6598,5,jinseul***예매자,2021.09.27,조회 89,"공감 0
공감하기",이 최뮤말해 뭐 합니까 이 시대 최고의 뮤지컬 꼭 보세요,현준빌리다움마이클 너무 좋았습니다 공연 재개하면 다시 또 보러 가려 구요
6599,5,ejpark1***예매자,2021.09.27,조회 43,"공감 0
공감하기",얼른 다시 보고 싶어요!!,이 시대 최고의 뮤지컬 빌리 엘리어트 얼른 건강한 모습으로 다시 보고 싶습니다 파이팅
6600,5,dall7***예매자,2021.09.27,조회 36,"공감 0
공감하기",이 시대 최고의 뮤지컬,빌리 엘리어트
6601,5,jp***예매자,2021.09.27,조회 27,"공감 0
공감하기",최고입니다,3연이어 4연도 해주세요 정말 최고입니다
6602,5,marigol***예매자,2021.09.27,조회 32,"공감 0
공감하기",언제나 최고,이 시대 최고의 뮤지컬
6603,5,inpark***예매자,2021.09.27,조회 32,"공감 0
공감하기",잘 봤습니다!,빌리는 역시 빌리입니다
6604,5,tlsgy9***예매자,2021.09.27,조회 31,"공감 0
공감하기",기다렸던 공연이에요,오랜만에 봐도 뮹클하고 좋아요
6605,5,zzanglee1***예매자,2021.09.27,조회 28,"공감 0
공감하기",건강하게 다시 만나요!!,사랑하는 빌리
6606,5,zzanglee1***예매자,2021.09.27,조회 27,"공감 0
공감하기",얼른 다시 보고 싶어요,이 시대 최고의 뮤지컬 빌리
6607,5,cih8***예매자,2021.09.27,조회 41,"공감 0
공감하기",나의 빌리,나는 너를 만난 게 늘 자랑스러웠어
6608,5,naki***예매자,2021.09.27,조회 38,"공감 0
공감하기",이 시대 최고의 뮤지컬,빌리 엘리어트 내 최애 뮤지컬이시국에 이걸 볼 수 있다니 너무나도 행복합니다 부디 건강히 다시 만날 수 있기를
6609,5,cih8***예매자,2021.09.27,조회 26,"공감 0
공감하기",사랑해,영원히
6610,5,l1***예매자,2021.09.27,조회 19,"공감 0
공감하기",재밌어요!!,너무 재밌습니다
6611,5,l1***예매자,2021.09.27,조회 30,"공감 0
공감하기",멋진 공연이에요!!,너무 멋진 공연입니다
6612,5,image***예매자,2021.09.27,조회 21,"공감 0
공감하기",건강하게 다시 만나요,모두 건강하고 안전한 무대로 다시 만나요
6615,5,l1***예매자,2021.09.27,조회 29,"공감 0
공감하기",벅찬 공연입니다!!,아가들 공연을 보고 있으면 너무 벅차요
6616,5,hwscj***예매자,2021.09.27,조회 34,"공감 0
공감하기",다시 돌아온 시즌,후회 없이 봤었는데 또 가슴이 먹먹하고 울컥하고 눈물이 후두둑 떨어지고 그러네요 눈물과 콧물이 뒤섞여 마스크 안에서 난리가 났는데 닦기도 힘들고 어려움이 많네요 막공까지 얼마나 보게 될지는 모르겠지만 빌리는 빌리네 요 빌리 최고
6617,5,image***예매자,2021.09.27,조회 29,"공감 0
공감하기",신시컴퍼니 화이팅 !!,모두의 안전이 우선입니다 화이팅
6618,5,WKDDKWK***예매자,2021.09.27,조회 31,"공감 1
공감하기",재미있어요.,매번 볼 때마다 너무 재미있어요현준 빌 리 처음 봤는데 생각보다 목소리가 좋아서 좋았습니다현준 빌리탭댄스가 강점인 거 같은데 좋았어요 빌리들마다 강점이 다르고 매력이 다 달라서 너무너무 좋아요 스몰보이도 너무 귀여웠어요데비하는 아역 배우들도 너무 귀여웠어요 오늘 다 처음 보는 배우들이라서 처음 보는 거 같은 느낌이예요매번 볼 때마다 너무 재미있어요현준 빌 리 처음 봤는데 생각보다 목소리가 좋아서 좋았습니다현준 빌리탭댄스가 강점인 거 같은데 좋았어요 빌리들마다 강점이 다르고 매력이 다 달라서 너무너무 좋아요 스몰보이도 너무 귀여웠어요데비하는 아역 배우들도 너무 귀여웠어요 오늘 다 처음 보는 배우들이라서 처음 보는 거 같은 느낌이예요 그래서 앞으로가 더 기대돼요 빨리 보고 싶어요
6619,5,WKDDKWK***예매자,2021.09.27,조회 31,"공감 0
공감하기",너무 너무 재미있어요.,매번 볼 때마다 너무 재미있어요현준 빌 리 처음 봤는데 생각보다 목소리가 좋아서 좋았습니다현준 빌리탭댄스가 강점인 거 같은데 좋았어요 빌리들마다 강점이 다르고 매력이 다 달라서 너무너무 좋아요 스몰보이도 너무 귀여웠어요데비하는 아역 배우들도 너무 귀여웠어요 오늘 다 처음 보는 배우들이라서 처음 보는 거 같은 느낌이예요매번 볼 때마다 너무 재미있어요현준 빌 리 처음 봤는데 생각보다 목소리가 좋아서 좋았습니다현준 빌리탭댄스가 강점인 거 같은데 좋았어요 빌리들마다 강점이 다르고 매력이 다 달라서 너무너무 좋아요 스몰보이도 너무 귀여웠어요데비하는 아역 배우들도 너무 귀여웠어요 오늘 다 처음 보는 배우들이라서 처음 보는 거 같은 느낌이예요 그래서 앞으로가 더 기대돼요 빨리 보고 싶어요
6620,5,foxglo***예매자,2021.09.27,조회 26,"공감 0
공감하기",이 시대 최고의 뮤지컬,정말 수식어가 아깝지 않은 최고의 연출 그리고 넘버들 사랑합니다 건강하기만 해주세요
6621,5,violet***예매자,2021.09.27,조회 35,"공감 0
공감하기",너므 재밌어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,짱이에요
6622,5,yyhj1***예매자,2021.09.27,조회 23,"공감 0
공감하기",빌리 최고,이 시대 최고의 뮤지컬
6623,5,kiesbe***,2021.09.27,조회 19,"공감 0
공감하기",재밌어요,이 시대 최고의 뮤지컬
6624,5,dare***예매자,2021.09.26,조회 23,"공감 0
공감하기",날아올라~~,오랫만에 만난 빌리는 웃고 울고 참으로 많은 감정을 느끼게 하는 극입니다 공연이 잠시 중단되어 아쉽지만 모두들 건강하게 돌아오세요
6625,5,yyl1***,2021.09.26,조회 56,"공감 2
공감하기","돌아온 빌리, 하늘 높이 비상",2대 빌리 엘리어트에 푹 빠져서 빌리 엘리어트를 여러 번 보게 되었는데 이번 3대 빌리 엘리어트 역시 익숙한 그리웠던 배우 분들 그리고 새로운 네 명의 빌리들을 보기 위해 프리뷰 공연을 보게 되었습니다 빌리엘리어트는 정말 믿고 보는 뮤지컬임을 다시 한 번 깨닫는 순간이기도 했는데 오랜만에 빌리는 온몸에 소름이 끼치고 가슴이 뛰었어요 정말 보고 싶었던 시훈빌리 공연을 보았는데 정말 빌리그 자체였습니다가장 좋아했던 넘버그리고 넘버까지 진심으로 너무 그리웠고 올라왔던 영상 들로 돌려봤었는데 제 눈과 귀로 담아오니까 미친 듯이 행복했습니다시 훈빌리의 회차로 2차관극이 예정되어 있어서 더 발전한 시훈빌리가 너무 너무 기대되고 강혁빌리 현준빌리우진 빌리 모두가 정말 얼마나 더 멋진 빌리로 성장할지 기대가 무척됩니다 빌리 엘리어트 정말 너무 응원하고 있습니다 좋은 무대감사합니다
6626,5,wogml***예매자,2021.09.26,조회 40,"공감 0
공감하기",최고의 공연,빌리 엘리에트 응원합니다
6627,5,pau***,2021.09.26,조회 75,"공감 2
공감하기",모든 배우 분들과 스태프분들...건강하시길~,다시 건강하게 돌아올 빌리를 기다리겠습니다
6628,5,pau***예매자,2021.09.26,조회 56,"공감 0
공감하기",빌리 엘리어트~프리뷰 공연도 좋았어요~,공연을 해가면서 더 발전할 빌리들을 기대합니다
6629,5,yjinju1***예매자,2021.09.25,조회 92,"공감 1
공감하기",역시 빌리 엘리어트다,많은 사람들이 힐링극으로 꼽는 데는 다 이유가 있는 거죠 아역들의 멋진 연기 그리고 아역들과 합을 이루며 조화롭게 극을 이끌어가는 성인 배우들의 연기까지 뭐 하나 흠잡을 데 없이 좋은 극이었습니다코로나로 인해 2주간 공연이 중단되서 많이 아쉽지만 모두 아프지 마시고 끝까지 좋은 공연 보여주세요
6632,5,hsg03***예매자,2021.09.24,조회 53,"공감 0
공감하기",최고였습니다 :),최고였습니다
6633,5,yui2y***예매자,2021.09.24,조회 90,"공감 3
공감하기",꿈을 향해 날아오르다,오래전부터 보고 싶은 뮤지컬이었는데 추석 당일 저녁에 모처럼 여유와 호사를 누렸네요 어린 배우들이 이 자리에서기까지 얼마나 힘든 시간을 오래인내하며 연습했을지 극중 빌리보다도 더 와닿는 우리들의 현실적인 빌리들의 앞길을 응원합니다 뮤지컬을 실제로 보기 전에는 어려운 환경에서도 꿈을 이룬 소년의 이야기 정도로만 스토리 라인을 생각했는데 각자의 입장과 사정이 있는 사회적 갈등 국가정책과 노조 파업 이야기 또한 주요한 흐름이었고 험한 탄광촌에서의 배경이다 보니어 른들이나 거기에서 자란 아이들이 나 거친 대사가 많이 있었습니다 저는 예매 시 주의 문구를 보고 초등학교 저학년생인 딸과 가려다가 어른끼리만 갔는데 제 아이 수준에는 아직 이른 거 같아 다행이란 생각이 많이 들더라고 요당일 저학년 친구들도 많이 보였는데 성숙한 친구들인지 공연 자체로 잘 받아들이는 것 같아 지나가는 모르는 아줌마지만 대견했습니다 아이들마다 차이는 있겠지만 초56학년 정도라면 이러한 극중 상황에 대해서도 오해 없이 충분히 이해할 것 같다는 생각을 했어요 일괄 취소 후 재예매 등 당황스러운 상황도 있었지만 코로나가 나쁜 놈이죠 누구 탓을 하겠어요 모두 고생 많으셨습니다 평소 디큐브는 접근이 워낙 복잡하다 보니 대중교통이 낫다고 생각하는데 백화점 쇼핑몰이 모두 휴업 중인 명절 특수로 오랜만에 편하게 다녀왔네 요 덕분에 풍성한 한가위의 정점을 찍었습니다 이 감동 잘 간직할게요 다음 공연에는 성장한 아이를 꼭 데려가 보고 싶네요 김사합니다
6634,5,joojo***예매자,2021.09.24,조회 61,"공감 0
공감하기",빌리 엘리어트,코로나 이후 거의 2년 만에 본 뮤지컬이었어요 딸과 함께 한 데이트 영화로 큰 감동을 느꼈던 작품이라 기대가 컸습니다 근데 생생한 춤과 음악이 어우러진 무대는 기대 이상이었어요 캐스팅을 보지 않고 예약했었는데 박정자님과 최정원님이 출연해서 깜짝 선물 받은 듯 기뻤구요 빌리역의 우진이 어린 나이에 그렇게 열정을 갖고 무대를 준비했다는 게 큰 감동으로 다가왔습니다 정말 행복한 시간이었어요 다음에 공연하면 꼭 또 보러 갈 거예요
6635,5,p9dakd***예매자,2021.09.24,조회 68,"공감 0
공감하기",뮤지컬 〈빌리 엘리어트 〉 최고 최고!!!!!!!!!!!!,뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고
6636,5,p9dakd***예매자,2021.09.24,조회 40,"공감 0
공감하기",뮤지컬 〈빌리 엘리어트 〉 최고 최고!!!!!!!!!!!!,뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고 뮤지컬 〈빌리 엘리어트 〉 최고 최고
6637,1,debyj***예매자,2021.09.24,조회 449,"공감 2
공감하기",취소 문자 하나면 끝,관람객이 취소를 하면 일자에 따라 많은 수수료를 떼고 야마는 공연이면서 지방에서 연차 내고 호텔 잡고까지 한 달 전에 예매해 둔 나의 모든 스케쥴과 취소 수수료는 어쩌라고 게다가 식사 패키지를 팔길래 구입하여 당일 식당 예약까지 다 해놓은 상태인데 너무 화나고기가 차서 고민하다가 그냥 내키지는 않지만 같은 날 공연하는 뮤지컬을 일단 남은 자리예매하긴 했으나 짜증이 무지나 네요
6638,5,dawon***예매자,2021.09.24,조회 59,"공감 0
공감하기",뮤지컬 〈빌리 엘리어트〉,뮤지컬 〈빌리 엘리어트〉
